0,election,incumbenteffect,first_other,lab,con,libdem,winprob_other,winprob_lab,winprob_con,winprob_libdem
910,westofengland2021,0.9,14.21512047,42.1862731,32.52872751,11.06987892,0.09,0.64,0.26,0.01
911,westofengland2021,1,14.25887225,42.16040244,32.50646469,11.07426062,0.09,0.64,0.26,0.01
912,westofengland2021,1.1,14.29850896,42.16704939,32.48259733,11.05184432,0.09,0.64,0.26,0.01
913,westofengland2021,1.2,14.24968439,42.20752302,32.46349482,11.07929777,0.09,0.65,0.26,0.01
914,westofengland2021,1.3,14.27365208,42.20099172,32.44714704,11.07820917,0.09,0.64,0.26,0.01
915,westofengland2021,1.4,14.2791693,42.15306246,32.4603825,11.10738574,0.09,0.64,0.26,0.01
916,westofengland2021,1.5,14.29086746,42.1347139,32.50868972,11.06572892,0.09,0.64,0.26,0
917,westofengland2021,1.6,14.28050551,42.15914286,32.45351892,11.10683271,0.09,0.64,0.26,0.01
918,westofengland2021,1.7,14.29835188,42.16603308,32.48518929,11.05042575,0.09,0.64,0.26,0.01
919,westofengland2021,1.8,14.3006117,42.1215229,32.50330147,11.07456393,0.09,0.64,0.26,0.01
920,westofengland2021,1.9,14.27129859,42.1652437,32.48668652,11.0767712,0.09,0.64,0.26,0.01
921,westofengland2021,2,14.31691731,42.17802874,32.43277155,11.0722824,0.09,0.64,0.26,0.01
922,westofengland2021,2.1,14.25095125,42.15805592,32.48129448,11.10969835,0.09,0.64,0.26,0.01
923,westofengland2021,2.2,14.31471185,42.12173661,32.48549412,11.07805741,0.09,0.64,0.26,0.01
924,westofengland2021,2.3,14.23608036,42.13113818,32.53820435,11.0945771,0.09,0.64,0.26,0.01
925,westofengland2021,2.4,14.24297306,42.22114844,32.4458687,11.0900098,0.09,0.65,0.26,0.01
926,westofengland2021,2.5,14.21687343,42.20402111,32.49579683,11.08330863,0.09,0.64,0.26,0.01
927,westofengland2021,2.6,14.25234954,42.20119674,32.46644915,11.08000458,0.09,0.64,0.26,0.01
928,westofengland2021,2.7,14.30594058,42.1957437,32.43308236,11.06523336,0.09,0.64,0.26,0
929,westofengland2021,2.8,14.29521729,42.15255988,32.47085149,11.08137133,0.09,0.64,0.26,0.01
930,westofengland2021,2.9,14.29875898,42.11848171,32.51055146,11.07220785,0.09,0.64,0.26,0.01
931,westofengland2021,3,14.18815917,42.22139826,32.53259756,11.05784501,0.09,0.64,0.26,0.01
932,westofengland2021,3.1,14.24981447,42.18273252,32.51710281,11.0503502,0.09,0.64,0.26,0.01
933,westofengland2021,3.2,14.28027589,42.21369391,32.44693567,11.05909453,0.09,0.64,0.26,0.01
934,westofengland2021,3.3,14.36593852,42.18046941,32.37751611,11.07607596,0.09,0.64,0.26,0.01
935,westofengland2021,3.4,14.19743593,42.19780516,32.52173925,11.08301966,0.09,0.64,0.26,0.01
936,westofengland2021,3.5,14.27784636,42.14525067,32.47621189,11.10069109,0.09,0.64,0.26,0.01
937,westofengland2021,3.6,14.31965873,42.14560569,32.47242661,11.06230897,0.09,0.64,0.26,0.01
938,westofengland2021,3.7,14.25627089,42.14598871,32.5239188,11.07382159,0.09,0.64,0.26,0
939,westofengland2021,3.8,14.17591708,42.19830525,32.51266919,11.11310848,0.09,0.64,0.26,0.01
940,westofengland2021,3.9,14.31775845,42.16848863,32.46808104,11.04567188,0.09,0.64,0.26,0.01
941,westofengland2021,4,14.22945234,42.20778245,32.477487,11.0852782,0.09,0.64,0.26,0.01
942,westofengland2021,4.1,14.14039489,42.26695262,32.52694628,11.06570621,0.09,0.65,0.26,0
943,westofengland2021,4.2,14.23757145,42.17156678,32.4862708,11.10459096,0.09,0.64,0.26,0.01
944,westofengland2021,4.3,14.26847732,42.25646747,32.43696105,11.03809416,0.09,0.64,0.26,0.01
945,westofengland2021,4.4,14.30266409,42.1320424,32.48127973,11.08401379,0.09,0.64,0.26,0.01
946,westofengland2021,4.5,14.29114548,42.17489605,32.47100678,11.0629517,0.09,0.64,0.26,0.01
947,westofengland2021,4.6,14.32163286,42.12587551,32.4919057,11.06058592,0.09,0.64,0.26,0.01
948,westofengland2021,4.7,14.29056103,42.22600017,32.39517056,11.08826825,0.09,0.64,0.26,0.01
949,westofengland2021,4.8,14.28999248,42.16931008,32.46431496,11.07638247,0.09,0.64,0.26,0
950,westofengland2021,4.9,14.2651396,42.20258223,32.4654804,11.06679776,0.09,0.64,0.26,0.01
951,westofengland2021,5,14.25213878,42.20163416,32.48969962,11.05652743,0.09,0.64,0.26,0.01
952,westofengland2021,5.1,14.30566244,42.14334012,32.48735337,11.06364407,0.09,0.64,0.26,0.01
953,westofengland2021,5.2,14.24297059,42.17923677,32.46113058,11.11666206,0.09,0.64,0.26,0.01
954,westofengland2021,5.3,14.32611892,42.12866502,32.49897828,11.04623778,0.09,0.64,0.26,0.01
955,westofengland2021,5.4,14.15218962,42.22575575,32.53015281,11.09190182,0.09,0.64,0.26,0.01
956,westofengland2021,5.5,14.33992026,42.18303684,32.40414814,11.07289476,0.09,0.65,0.26,0.01
957,westofengland2021,5.6,14.25927619,42.20876539,32.47443455,11.05752388,0.09,0.65,0.26,0.01
958,westofengland2021,5.7,14.34280223,42.11178514,32.47370403,11.0717086,0.09,0.64,0.26,0.01
959,westofengland2021,5.8,14.2941928,42.19150057,32.46184006,11.05246658,0.09,0.64,0.26,0.01
960,westofengland2021,5.9,14.29462424,42.12025079,32.524447,11.06067797,0.09,0.64,0.26,0.01
961,westofengland2021,6,14.28685117,42.16138362,32.44042499,11.11134022,0.09,0.64,0.26,0.01
962,westofengland2021,6.1,14.38994202,42.10021592,32.46653108,11.04331097,0.09,0.64,0.26,0.01
963,westofengland2021,6.2,14.21525134,42.17529226,32.50646142,11.10299497,0.09,0.65,0.26,0.01
664,teesvalley2021,6.3,0,48.11886893,51.88113107,0,0,0.44,0.56,0
965,westofengland2021,6.4,14.2633977,42.22294579,32.4585973,11.0550592,0.09,0.64,0.26,0.01
966,westofengland2021,6.5,14.34594611,42.18067823,32.40729622,11.06607944,0.09,0.64,0.26,0.01
967,westofengland2021,6.6,14.32700788,42.11577491,32.46496428,11.09225293,0.09,0.64,0.26,0.01
968,westofengland2021,6.7,14.25562829,42.13057405,32.5434926,11.07030505,0.09,0.64,0.26,0.01
969,westofengland2021,6.8,14.25027298,42.19312939,32.46516914,11.09142849,0.09,0.64,0.26,0.01
970,westofengland2021,6.9,14.31133682,42.11404515,32.49359106,11.08102697,0.09,0.64,0.26,0
971,westofengland2021,7,14.33528471,42.19434595,32.42077441,11.04959494,0.09,0.65,0.26,0.01
972,westofengland2021,7.1,14.31492695,42.09209546,32.50601273,11.08696486,0.09,0.64,0.26,0.01
973,westofengland2021,7.2,14.3197444,42.15447494,32.46132971,11.06445095,0.09,0.64,0.26,0.01
974,westofengland2021,7.3,14.28182797,42.19160875,32.49447868,11.03208459,0.09,0.64,0.26,0
975,westofengland2021,7.4,14.25202991,42.12476572,32.53504724,11.08815713,0.09,0.64,0.26,0.01
976,westofengland2021,7.5,14.23240634,42.21357264,32.49349654,11.06052449,0.09,0.65,0.26,0.01
977,westofengland2021,7.6,14.239233,42.22731571,32.45114292,11.08230837,0.09,0.64,0.26,0
978,westofengland2021,7.7,14.22916582,42.19176324,32.47846213,11.10060881,0.09,0.65,0.26,0.01
979,westofengland2021,7.8,14.30981879,42.11765279,32.50972791,11.0628005,0.09,0.64,0.26,0.01
980,westofengland2021,7.9,14.36261605,42.08826005,32.52386393,11.02525997,0.09,0.64,0.26,0.01
981,westofengland2021,8,14.24025705,42.15700585,32.51691072,11.08582638,0.09,0.64,0.26,0.01
982,westofengland2021,8.1,14.26939322,42.18647957,32.48179826,11.06232894,0.09,0.64,0.26,0.01
983,westofengland2021,8.2,14.34222989,42.11934482,32.46476911,11.07365619,0.09,0.64,0.26,0.01
984,westofengland2021,8.3,14.23485671,42.24048403,32.4515238,11.07313546,0.09,0.64,0.26,0.01
985,westofengland2021,8.4,14.32237716,42.13876231,32.46238537,11.07647516,0.09,0.64,0.26,0.01
986,westofengland2021,8.5,14.28515912,42.09540217,32.53753338,11.08190533,0.09,0.64,0.26,0.01
987,westofengland2021,8.6,14.28066026,42.17480255,32.47365903,11.07087816,0.09,0.64,0.26,0.01
988,westofengland2021,8.7,14.24181693,42.16740414,32.49172694,11.099052,0.09,0.64,0.26,0.01
989,westofengland2021,8.8,14.2518968,42.18411752,32.49461011,11.06937557,0.09,0.64,0.26,0.01
990,westofengland2021,8.9,14.29026898,42.15998515,32.49903147,11.0507144,0.09,0.64,0.26,0.01
991,westofengland2021,9,14.2287516,42.24846402,32.4605533,11.06223109,0.09,0.64,0.26,0.01
992,westofengland2021,9.1,14.37886678,42.11285842,32.45742061,11.0508542,0.09,0.64,0.26,0.01
993,westofengland2021,9.2,14.26293395,42.2184311,32.45411335,11.06452159,0.09,0.65,0.26,0.01
994,westofengland2021,9.3,14.2659276,42.20255258,32.44438892,11.08713091,0.09,0.65,0.26,0.01
995,westofengland2021,9.4,14.28568618,42.20303791,32.43682902,11.07444689,0.09,0.64,0.26,0.01
996,westofengland2021,9.5,14.32735051,42.11963816,32.45837257,11.09463875,0.09,0.64,0.26,0.01
997,westofengland2021,9.6,14.20782785,42.1784789,32.52058705,11.0931062,0.09,0.64,0.26,0.01
998,westofengland2021,9.7,14.31813443,42.13683285,32.47684666,11.06818606,0.09,0.64,0.26,0.01
999,westofengland2021,9.8,14.3139654,42.17987059,32.42316325,11.08300076,0.09,0.64,0.26,0.01
1000,westofengland2021,9.9,14.29625217,42.15194476,32.48780622,11.06399685,0.09,0.64,0.26,0.01
1001,westofengland2021,10,14.25018115,42.220588,32.45467824,11.07455261,0.09,0.64,0.26,0.01
1002,westofengland2021,10.1,14.27099187,42.17751718,32.49881795,11.052673,0.09,0.64,0.26,0.01
1003,westofengland2021,10.2,14.30081637,42.16185622,32.44127666,11.09605075,0.09,0.64,0.26,0.01
1004,westofengland2021,10.3,14.25753885,42.20370381,32.46269818,11.07605917,0.09,0.64,0.26,0.01
1005,westofengland2021,10.4,14.21557307,42.21220367,32.48621828,11.08600497,0.09,0.64,0.26,0.01
1006,westofengland2021,10.5,14.34215666,42.17201569,32.43499094,11.05083671,0.09,0.64,0.26,0.01
1007,westofengland2021,10.6,14.22521139,42.1804956,32.47848776,11.11580525,0.09,0.64,0.26,0.01
1008,westofengland2021,10.7,14.26253406,42.17401839,32.50114613,11.06230143,0.09,0.64,0.26,0.01
1009,westofengland2021,10.8,14.2455354,42.19196829,32.47695411,11.0855422,0.09,0.64,0.26,0.01
1010,westofengland2021,10.9,14.27310211,42.23766986,32.4331682,11.05605982,0.09,0.64,0.26,0.01
1011,westofengland2021,11,14.25971562,42.2087427,32.47128232,11.06025936,0.09,0.64,0.26,0.01
1012,westofengland2021,11.1,14.2459198,42.19086599,32.47670416,11.08651005,0.09,0.64,0.26,0.01
1013,westofengland2021,11.2,14.29369785,42.13487732,32.49835414,11.07307069,0.09,0.64,0.26,0.01
1014,westofengland2021,11.3,14.23360369,42.20703463,32.46834127,11.09102041,0.09,0.65,0.26,0.01
1015,westofengland2021,11.4,14.24674111,42.18439559,32.49742196,11.07144134,0.09,0.64,0.26,0.01
1016,westofengland2021,11.5,14.29254062,42.19281522,32.44550841,11.06913575,0.09,0.64,0.26,0.01
1017,westofengland2021,11.6,14.28083996,42.14476804,32.48697998,11.08741202,0.09,0.64,0.26,0.01
1018,westofengland2021,11.7,14.32424013,42.19147142,32.43293314,11.0513553,0.09,0.64,0.26,0.01
1019,westofengland2021,11.8,14.29535206,42.20416602,32.41817995,11.08230197,0.09,0.64,0.26,0.01
1020,westofengland2021,11.9,14.26732309,42.21838753,32.44617858,11.0681108,0.09,0.64,0.26,0.01
1021,westofengland2021,12,14.26962352,42.20857006,32.42793329,11.09387313,0.09,0.64,0.26,0
1022,westofengland2021,12.1,14.31059936,42.1317743,32.476386,11.08124033,0.09,0.64,0.26,0.01
1023,westofengland2021,12.2,14.34077538,42.12467609,32.45571298,11.07883555,0.09,0.64,0.26,0.01
1024,westofengland2021,12.3,14.23576201,42.23092537,32.46510162,11.068211,0.09,0.64,0.26,0
1025,westofengland2021,12.4,14.38804114,42.10164253,32.46314949,11.04716685,0.09,0.64,0.26,0.01
1026,westofengland2021,12.5,14.26176736,42.15981412,32.47651429,11.10190424,0.09,0.64,0.26,0.01
1027,westofengland2021,12.6,14.27852182,42.15163424,32.49321703,11.07662691,0.09,0.64,0.26,0.01
1028,westofengland2021,12.7,14.20573993,42.24274074,32.49071543,11.0608039,0.09,0.65,0.26,0.01
1029,westofengland2021,12.8,14.32959132,42.17582231,32.46513007,11.02945629,0.09,0.64,0.26,0.01
1030,westofengland2021,12.9,14.2664652,42.18813092,32.48605968,11.05934421,0.09,0.64,0.26,0.01
1031,westofengland2021,13,14.31819111,42.21325427,32.4141867,11.05436792,0.09,0.64,0.26,0
1032,westofengland2021,13.1,14.171747,42.23248607,32.48513974,11.11062719,0.09,0.65,0.26,0.01
1033,westofengland2021,13.2,14.36272895,42.12501509,32.44968054,11.06257541,0.09,0.64,0.26,0.01
1034,westofengland2021,13.3,14.30501285,42.19028331,32.44777779,11.05692605,0.09,0.64,0.26,0.01
1035,westofengland2021,13.4,14.30150903,42.16871687,32.46203799,11.06773611,0.09,0.64,0.26,0.01
1036,westofengland2021,13.5,14.21475899,42.2223611,32.47065092,11.09222899,0.09,0.64,0.26,0.01
1037,westofengland2021,13.6,14.23379516,42.16638462,32.53049508,11.06932515,0.09,0.64,0.26,0.01
1038,westofengland2021,13.7,14.3010176,42.17438952,32.48793774,11.03665515,0.09,0.64,0.26,0.01
1039,westofengland2021,13.8,14.24816381,42.21149386,32.45977044,11.08057189,0.09,0.65,0.26,0.01
1040,westofengland2021,13.9,14.23944547,42.16436462,32.54557675,11.05061316,0.09,0.64,0.26,0.01
1041,westofengland2021,14,14.31935004,42.20290214,32.41873867,11.05900916,0.09,0.64,0.26,0.01
1042,westofengland2021,14.1,14.32413038,42.13309686,32.48121068,11.06156208,0.09,0.64,0.26,0.01
1043,westofengland2021,14.2,14.31435293,42.17234058,32.46563382,11.04767268,0.09,0.64,0.26,0.01
1044,westofengland2021,14.3,14.29768073,42.14770792,32.48153213,11.07307922,0.09,0.64,0.26,0.01
1045,westofengland2021,14.4,14.28233886,42.19918065,32.44296978,11.07551071,0.09,0.65,0.26,0.01
1046,westofengland2021,14.5,14.26409516,42.1416849,32.48840657,11.10581336,0.09,0.64,0.26,0.01
1047,westofengland2021,14.6,14.33946169,42.16809462,32.42185588,11.07058781,0.09,0.64,0.26,0.01
1048,westofengland2021,14.7,14.2284909,42.16863656,32.55221707,11.05065546,0.09,0.64,0.26,0.01
1049,westofengland2021,14.8,14.28742861,42.1795594,32.44843633,11.08457566,0.09,0.64,0.26,0.01
1050,westofengland2021,14.9,14.25580987,42.17710683,32.4980448,11.0690385,0.09,0.64,0.26,0.01
1051,westyorkshire2021,0,8.077472402,45.68287282,31.29997041,4.162940605,0.05,0.77,0.19,0
1052,westyorkshire2021,0.1,8.155423691,45.62108062,31.15648262,4.169101568,0.05,0.77,0.18,0
1053,westyorkshire2021,0.2,8.115233916,45.74415794,31.1583181,4.169748315,0.05,0.77,0.18,0
1054,westyorkshire2021,0.3,8.050362398,45.74189882,31.29434905,4.158445033,0.05,0.77,0.18,0
1055,westyorkshire2021,0.4,8.113954039,45.63175493,31.25471542,4.172548162,0.05,0.76,0.19,0
1056,westyorkshire2021,0.5,8.13331831,45.68696527,31.16908611,4.154129644,0.05,0.77,0.18,0
1057,westyorkshire2021,0.6,8.058112167,45.76809684,31.27556152,4.155222655,0.05,0.77,0.19,0
1058,westyorkshire2021,0.7,8.101152247,45.63846055,31.28051903,4.153934821,0.05,0.76,0.19,0
1059,westyorkshire2021,0.8,8.101418603,45.74734874,31.21350381,4.161121614,0.05,0.77,0.18,0
1060,westyorkshire2021,0.9,8.078785244,45.71031081,31.24950515,4.1781971,0.05,0.76,0.19,0
1061,westyorkshire2021,1,8.084890097,45.66368127,31.29066264,4.156302477,0.05,0.77,0.19,0
1062,westyorkshire2021,1.1,8.060454353,45.71900842,31.27375764,4.159869408,0.05,0.77,0.18,0
1063,westyorkshire2021,1.2,8.091257067,45.71202981,31.24859344,4.163676316,0.05,0.77,0.19,0
1064,westyorkshire2021,1.3,8.074247841,45.72009003,31.27576654,4.173210793,0.05,0.77,0.18,0
1065,westyorkshire2021,1.4,8.057841085,45.75641968,31.24161113,4.17764851,0.05,0.77,0.18,0
1066,westyorkshire2021,1.5,8.079160269,45.73845548,31.24182436,4.166456573,0.05,0.77,0.18,0
1067,westyorkshire2021,1.6,8.084102281,45.72254225,31.2598944,4.161560607,0.05,0.77,0.19,0
1068,westyorkshire2021,1.7,8.092860905,45.68752884,31.24283938,4.158405516,0.05,0.77,0.18,0
1069,westyorkshire2021,1.8,8.08932955,45.77173152,31.16242492,4.159936106,0.05,0.77,0.18,0
1070,westyorkshire2021,1.9,8.089030392,45.69622935,31.22176345,4.174431696,0.05,0.77,0.19,0
1071,westyorkshire2021,2,8.092331605,45.73511144,31.20569955,4.154985467,0.05,0.77,0.18,0
1072,westyorkshire2021,2.1,8.11587937,45.65085055,31.22002845,4.150830731,0.05,0.77,0.19,0
1073,westyorkshire2021,2.2,8.09632372,45.64942027,31.24445098,4.165630249,0.05,0.77,0.19,0
1074,westyorkshire2021,2.3,8.079926595,45.67825844,31.2617907,4.162793097,0.05,0.77,0.19,0
1075,westyorkshire2021,2.4,8.097722049,45.68543132,31.21800007,4.156606468,0.05,0.77,0.18,0
1076,westyorkshire2021,2.5,8.151216539,45.65025418,31.18245157,4.158569972,0.05,0.77,0.18,0
1077,westyorkshire2021,2.6,8.093071168,45.68619752,31.2479794,4.143344809,0.05,0.77,0.18,0
1078,westyorkshire2021,2.7,8.086349141,45.732566,31.23573732,4.16161108,0.05,0.77,0.18,0
1079,westyorkshire2021,2.8,8.091996189,45.7638345,31.22401236,4.134926916,0.05,0.77,0.18,0
1080,westyorkshire2021,2.9,8.086388763,45.67575801,31.30542096,4.164969848,0.05,0.76,0.19,0
1081,westyorkshire2021,3,8.107150355,45.70355427,31.22160606,4.176056679,0.05,0.77,0.19,0
1082,westyorkshire2021,3.1,8.047909496,45.76266676,31.26741415,4.162650031,0.05,0.77,0.18,0
1083,westyorkshire2021,3.2,8.10076606,45.69625957,31.20662327,4.16119917,0.05,0.77,0.18,0
1084,westyorkshire2021,3.3,8.097972122,45.68974872,31.25989085,4.164787811,0.05,0.77,0.19,0
1085,westyorkshire2021,3.4,8.088152893,45.74694766,31.19287126,4.156045064,0.05,0.77,0.18,0
1086,westyorkshire2021,3.5,8.10642234,45.62963233,31.29097274,4.151815527,0.05,0.76,0.19,0
1087,westyorkshire2021,3.6,8.061602285,45.7438265,31.26159643,4.164810382,0.05,0.77,0.19,0
1088,westyorkshire2021,3.7,8.091841187,45.72049543,31.27274856,4.140833576,0.05,0.77,0.18,0
1089,westyorkshire2021,3.8,8.125276339,45.65366934,31.20756911,4.141799607,0.05,0.77,0.19,0
1090,westyorkshire2021,3.9,8.056377657,45.77534363,31.25310802,4.172089132,0.05,0.77,0.18,0
1091,westyorkshire2021,4,8.092716691,45.73183854,31.20384828,4.155666992,0.05,0.77,0.18,0
1092,westyorkshire2021,4.1,8.084974746,45.71324962,31.22475201,4.169944812,0.05,0.77,0.18,0
1093,westyorkshire2021,4.2,8.118877392,45.67753383,31.22213608,4.165368482,0.05,0.77,0.18,0
1094,westyorkshire2021,4.3,8.113676719,45.60575484,31.26134174,4.162752802,0.05,0.77,0.19,0
1095,westyorkshire2021,4.4,8.084328817,45.6741946,31.23681473,4.156470262,0.05,0.77,0.19,0
1096,westyorkshire2021,4.5,8.072366882,45.71161359,31.25265442,4.156953765,0.05,0.77,0.18,0
1097,westyorkshire2021,4.6,8.073725397,45.73513826,31.22181481,4.181184504,0.05,0.77,0.18,0
1098,westyorkshire2021,4.7,8.111062884,45.67397796,31.24826196,4.155720609,0.05,0.77,0.18,0
1099,westyorkshire2021,4.8,8.07526918,45.76187674,31.22404162,4.162762822,0.05,0.77,0.18,0
1100,westyorkshire2021,4.9,8.092057907,45.72553423,31.22748191,4.138030739,0.05,0.77,0.18,0
1101,westyorkshire2021,5,8.04650816,45.77597283,31.27022801,4.161271704,0.05,0.77,0.18,0
1102,westyorkshire2021,5.1,8.114546723,45.69822577,31.20762015,4.155021063,0.05,0.77,0.18,0
1103,westyorkshire2021,5.2,8.089909279,45.69483353,31.22399013,4.155280589,0.05,0.77,0.18,0
1104,westyorkshire2021,5.3,8.097055524,45.70327869,31.26711692,4.139434097,0.05,0.77,0.19,0
1105,westyorkshire2021,5.4,8.081596871,45.70544192,31.2705998,4.163377848,0.05,0.77,0.18,0
1106,westyorkshire2021,5.5,8.080422166,45.66509622,31.27563812,4.167881987,0.05,0.77,0.19,0
1107,westyorkshire2021,5.6,8.10726215,45.66073171,31.22003739,4.147846365,0.05,0.77,0.19,0
1108,westyorkshire2021,5.7,8.095025057,45.72729744,31.24321062,4.156229127,0.05,0.77,0.19,0
1109,westyorkshire2021,5.8,8.065846142,45.73610672,31.26918571,4.16132692,0.05,0.77,0.18,0
1110,westyorkshire2021,5.9,8.07338057,45.71457558,31.24220842,4.163774642,0.05,0.77,0.19,0
1111,westyorkshire2021,6,8.095436675,45.74970283,31.216649,4.150165847,0.05,0.77,0.18,0
1112,westyorkshire2021,6.1,8.099188843,45.75991514,31.17304687,4.173347943,0.05,0.77,0.18,0
1113,westyorkshire2021,6.2,8.07249087,45.76063588,31.25405874,4.147866008,0.05,0.77,0.18,0
64,cambridgeshirepeterborough2021,6.3,0,34.8508745,48.06764853,17.08147697,0,0.25,0.73,0.02
1115,westyorkshire2021,6.4,8.093236523,45.71369329,31.21349751,4.159257596,0.05,0.77,0.18,0
1116,westyorkshire2021,6.5,8.051701143,45.71992715,31.30272174,4.181300697,0.05,0.76,0.19,0
1117,westyorkshire2021,6.6,8.079921676,45.72632374,31.25582081,4.164786235,0.05,0.77,0.19,0
1118,westyorkshire2021,6.7,8.100561436,45.7222977,31.20729414,4.151711197,0.05,0.77,0.18,0
1119,westyorkshire2021,6.8,8.033425932,45.79833974,31.29237634,4.152271403,0.05,0.77,0.19,0
1120,westyorkshire2021,6.9,8.12783438,45.69386824,31.16842735,4.163349765,0.05,0.77,0.18,0
1121,westyorkshire2021,7,8.091410822,45.71053107,31.25978818,4.155829871,0.05,0.77,0.18,0
1122,westyorkshire2021,7.1,8.049183305,45.80369916,31.27239977,4.166512984,0.05,0.77,0.18,0
1123,westyorkshire2021,7.2,8.033831481,45.76754881,31.26256295,4.156387347,0.05,0.77,0.19,0
1124,westyorkshire2021,7.3,8.091493883,45.70937954,31.19656207,4.157082273,0.05,0.77,0.18,0
1125,westyorkshire2021,7.4,8.167096038,45.73325888,31.11740979,4.145881613,0.05,0.77,0.18,0
1126,westyorkshire2021,7.5,8.085100849,45.6553618,31.28603643,4.158863822,0.05,0.76,0.19,0
1127,westyorkshire2021,7.6,8.088620167,45.69751465,31.23586676,4.172869878,0.05,0.77,0.19,0
1128,westyorkshire2021,7.7,8.080477136,45.73932379,31.21438949,4.151398833,0.05,0.77,0.18,0
1129,westyorkshire2021,7.8,8.03399987,45.82055084,31.27153008,4.161022351,0.05,0.77,0.18,0
1130,westyorkshire2021,7.9,8.114619518,45.60942236,31.26074567,4.146969971,0.05,0.76,0.19,0
1131,westyorkshire2021,8,8.061420807,45.77147417,31.26169554,4.163444776,0.05,0.77,0.18,0
1132,westyorkshire2021,8.1,8.090257582,45.71504919,31.29374227,4.17062552,0.05,0.77,0.18,0
1133,westyorkshire2021,8.2,8.110027129,45.67033496,31.20847524,4.173322447,0.05,0.77,0.18,0
1134,westyorkshire2021,8.3,8.071285688,45.69881484,31.26511967,4.152202299,0.05,0.77,0.19,0
1135,westyorkshire2021,8.4,8.096737381,45.74159333,31.16727516,4.15846654,0.05,0.77,0.18,0
1136,westyorkshire2021,8.5,8.092885595,45.69848804,31.21054216,4.153938495,0.05,0.77,0.18,0
1137,westyorkshire2021,8.6,8.071887722,45.76395039,31.20696653,4.148481821,0.05,0.77,0.18,0
1138,westyorkshire2021,8.7,8.034756765,45.73419502,31.31280473,4.173431954,0.05,0.77,0.19,0
1139,westyorkshire2021,8.8,8.052309981,45.74149027,31.3138963,4.151098547,0.05,0.77,0.19,0
1140,westyorkshire2021,8.9,8.058416001,45.73077596,31.31504377,4.151167711,0.05,0.77,0.19,0
1141,westyorkshire2021,9,8.125560041,45.67272374,31.16366427,4.144889197,0.05,0.77,0.19,0
1142,westyorkshire2021,9.1,8.038466945,45.81521204,31.23113461,4.167090597,0.05,0.77,0.18,0
1143,westyorkshire2021,9.2,8.119171815,45.70480263,31.18790184,4.154738438,0.05,0.77,0.18,0
1144,westyorkshire2021,9.3,8.062892499,45.72767304,31.26350071,4.157964814,0.05,0.77,0.18,0
1145,westyorkshire2021,9.4,8.114779276,45.64532676,31.24875148,4.156686715,0.05,0.77,0.19,0
1146,westyorkshire2021,9.5,8.066815204,45.81480095,31.21557905,4.163171799,0.05,0.77,0.18,0
1147,westyorkshire2021,9.6,8.087759156,45.74215534,31.20453489,4.157278595,0.05,0.77,0.18,0
1148,westyorkshire2021,9.7,8.106854533,45.6709752,31.23016477,4.158374565,0.05,0.77,0.18,0
1149,westyorkshire2021,9.8,8.111805088,45.65321493,31.28616428,4.146107309,0.05,0.77,0.19,0
1150,westyorkshire2021,9.9,8.116243192,45.65178463,31.23773635,4.15228554,0.05,0.77,0.19,0
1151,westyorkshire2021,10,8.130141509,45.68648878,31.1902685,4.167413412,0.05,0.77,0.18,0
1152,westyorkshire2021,10.1,8.13753117,45.6439511,31.24000052,4.142861781,0.05,0.77,0.19,0
1153,westyorkshire2021,10.2,8.106922819,45.71303329,31.21736528,4.150300818,0.05,0.77,0.18,0
1154,westyorkshire2021,10.3,8.112310556,45.68293237,31.17894169,4.164663987,0.05,0.77,0.18,0
1155,westyorkshire2021,10.4,8.063652074,45.7690034,31.23564605,4.159845173,0.05,0.77,0.19,0
1156,westyorkshire2021,10.5,8.137487058,45.65075458,31.25294446,4.155323465,0.05,0.77,0.18,0
1157,westyorkshire2021,10.6,8.100379743,45.64951658,31.30831854,4.15139272,0.05,0.77,0.19,0
1158,westyorkshire2021,10.7,8.080034239,45.72975444,31.23007696,4.170912118,0.05,0.77,0.18,0
1159,westyorkshire2021,10.8,8.075718507,45.70183719,31.27721574,4.165331785,0.05,0.77,0.19,0
1160,westyorkshire2021,10.9,8.116213658,45.70242034,31.20295101,4.148345206,0.05,0.77,0.18,0
1161,westyorkshire2021,11,8.093822562,45.77308667,31.18970259,4.159564552,0.05,0.77,0.18,0
1162,westyorkshire2021,11.1,8.048570113,45.71846108,31.28297463,4.161777852,0.05,0.77,0.18,0
1163,westyorkshire2021,11.2,8.071142456,45.77146384,31.21866874,4.173261685,0.05,0.77,0.18,0
1164,westyorkshire2021,11.3,8.092267969,45.68711808,31.26645153,4.163987587,0.05,0.77,0.19,0
1165,westyorkshire2021,11.4,8.078763339,45.76372011,31.22471022,4.165952117,0.05,0.77,0.18,0
1166,westyorkshire2021,11.5,8.099994084,45.65929632,31.29586777,4.147307241,0.05,0.77,0.19,0
1167,westyorkshire2021,11.6,8.088653756,45.71842714,31.25845328,4.156788699,0.05,0.77,0.18,0
1168,westyorkshire2021,11.7,8.100777166,45.73836323,31.18345072,4.157188434,0.05,0.77,0.18,0
1169,westyorkshire2021,11.8,8.073409437,45.77172861,31.22649224,4.148438666,0.05,0.77,0.18,0
1170,westyorkshire2021,11.9,8.03151264,45.73817205,31.28765868,4.175638552,0.05,0.77,0.19,0
